;Identifier;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Lower Limit Filter;Active Power Filter;Bin;Negativ Lower Limit;Positiv Lower Limit;Positiv Active Power;Negativ Active Power
212;BW 07;0,23;-10,216;5,39;45,0;1,2516375471316807;1,8834572675248629;False;True;5,0;1,0;0,0;1,0;0,0
213;BW 07;0,3;-9,285;5,3;45,0;1,252054190090347;2,1657125123605017;False;True;5,0;1,0;0,0;1,0;0,0
214;BW 06;0,0;-10,242;5,23;45,0;1,2523783845429486;1,853606944557014;False;True;5,0;1,0;0,0;1,0;0,0
215;BW 06;0,0;-9,898;7,04;45,0;1,2440339741222908;1,9097901615317197;False;True;5,0;1,0;0,0;1,0;0,0
216;BW 07;0,37;-10,22;5,24;45,0;1,2523320636010107;1,9341747042143618;False;True;5,0;1,0;0,0;1,0;0,0
217;BW 07;0,49;-9,319;5,24;45,0;1,2523320636010107;2,2464633283323057;False;True;5,0;1,0;0,0;1,0;0,0
218;BW 06;0,0;-8,86;5,24;45,0;1,2523320636010107;2,125577409318908;False;True;5,0;1,0;0,0;1,0;0,0
219;BW 05;0,01;-7,363;5,35;45,0;1,2518226970231277;2,0950718065691754;False;True;5,0;1,0;0,0;1,0;0,0
220;BW 05;0,18;-7,219;5,52;45,0;1,2510360828961666;1,8730851754278615;False;True;5,0;1,0;0,0;1,0;0,0
221;BW 08;0,0;-3,748;6,41;45,0;1,2469294466241283;1,760380893046818;False;True;5,0;1,0;0,0;1,0;0,0
222;BW 08;0,18;-4,222;6,43;45,0;1,2468373822323617;1,9514599317685308;False;True;5,0;1,0;0,0;1,0;0,0
223;BW 06;0,3;-20,558;5,0;45,0;1,2534444536956335;2,2068210418701257;False;True;5,0;1,0;0,0;1,0;0,0
224;BW 05;0,06;-8,219;5,35;45,0;1,2518226970231277;1,8634052125735456;False;True;5,0;1,0;0,0;1,0;0,0
225;BW 05;0,19;-8,186;5,37;45,0;1,2517301171297825;2,1856700681958046;False;True;5,0;1,0;0,0;1,0;0,0
226;BW 05;0,33;-8,83;3,9;45,0;1,2585615250001518;1,8970144397870223;False;True;5,0;1,0;0,0;1,0;0,0
227;BW 05;0,01;-7,992;5,52;45,0;1,2510360828961666;1,8328037738057568;False;True;5,0;1,0;0,0;1,0;0,0
228;BW 05;0,23;-7,773;5,39;45,0;1,2516375471316807;1,903601195519781;False;True;5,0;1,0;0,0;1,0;0,0
229;BW 05;0,03;-8,112;5,46;45,0;1,2513136299705023;1,9638635377794722;False;True;5,0;1,0;0,0;1,0;0,0
230;BW 05;0,17;-6,805;5,29;45,0;1,2521004961388724;2,105299977184473;False;True;5,0;1,0;0,0;1,0;0,0
231;BW 05;0,24;-7,477;5,35;45,0;1,2518226970231277;1,9137675156160736;False;True;5,0;1,0;0,0;1,0;0,0
232;BW 06;0,35;-10,688;5,2;45,0;1,2525173622821952;2,1861281801445904;False;True;5,0;1,0;0,0;1,0;0,0
233;BW 05;0,46;-8,871;5,34;45,0;1,2518689906825253;2,2361138189862677;False;True;5,0;1,0;0,0;1,0;0,0
234;BW 05;0,0;-6,767;5,41;45,0;1,2515449870223927;2,004271426960371;False;True;5,0;1,0;0,0;1,0;0,0
235;BW 05;0,39;-7,176;5,39;45,0;1,2516375471316807;2,145328331458801;False;True;5,0;1,0;0,0;1,0;0,0
236;BW 05;0,0;-9,241;5,34;45,0;1,2518689906825253;2,09509763220335;False;True;5,0;1,0;0,0;1,0;0,0
237;BW 08;0,31;-14,907;6,8;45,0;1,24513590646184;2,0310078046223725;False;True;5,0;1,0;0,0;1,0;0,0
238;BW 05;0,0;-7,396;5,3;45,0;1,252054190090347;1,9743239647565505;False;True;5,0;1,0;0,0;1,0;0,0
239;BW 05;0,0;-7,252;5,26;45,0;1,252239429169048;2,1658193114673825;False;True;5,0;1,0;0,0;1,0;0,0
240;BW 05;0,0;-8,001;5,28;45,0;1,2521468046676303;1,8937860053465327;False;True;5,0;1,0;0,0;1,0;0,0
241;BW 05;0,0;-6,768;5,27;45,0;1,2521931156774215;2,1657926105322858;False;True;5,0;1,0;0,0;1,0;0,0
242;BW 06;0,39;-19,965;5,04;45,0;1,2532589555083724;2,1361779944037877;False;True;5,0;1,0;0,0;1,0;0,0
243;BW 08;0,15;-13,267;6,64;45,0;1,2458712813934074;1,9408993046702336;False;True;5,0;1,0;0,0;1,0;0,0
244;BW 06;0,46;-11,37;5,2;45,0;1,2525173622821952;2,176053856733786;False;True;5,0;1,0;0,0;1,0;0,0
245;BW 05;0,07;-6,846;5,21;45,0;1,2524710338827407;2,1256560309492234;False;True;5,0;1,0;0,0;1,0;0,0
246;BW 05;0,36;-21,244;7,7;45,0;1,2410105638940663;1,8479815014883516;False;True;5,0;1,0;0,0;1,0;0,0
247;BW 05;0,5;-22,179;7,7;45,0;1,2410105638940663;2,058892433723435;False;True;5,0;1,0;0,0;1,0;0,0
248;BW 05;0,36;-21,187;7,73;45,0;1,2408733740109272;1,8780424256351538;False;True;5,0;1,0;0,0;1,0;0,0
249;BW 05;0,13;-21,119;7,79;45,0;1,2405990557151207;2,16912978090916;False;True;5,0;1,0;0,0;1,0;0,0
250;BW 08;0,0;-3,754;6,42;45,0;1,2468834132341593;1,9213063594761646;False;True;5,0;1,0;0,0;1,0;0,0
251;BW 05;0,0;-6,819;5,5;45,0;1,251128588732078;2,0745433139324554;False;True;5,0;1,0;0,0;1,0;0,0
252;BW 08;0,0;-4,947;6,54;45,0;1,2463311985948786;2,0215997880359917;False;True;5,0;1,0;0,0;1,0;0,0
253;BW 05;0,14;-24,075;5,15;45,01;1,2527490416070386;1,7731902363818013;False;True;5,0;1,0;0,0;1,0;0,0
254;BW 08;0,29;-4,294;6,74;45,0;1,2454116011813103;2,011047221481894;False;True;5,0;1,0;0,0;1,0;0,0
255;BW 08;0,0;-3,753;6,76;45,0;1,2453196935042103;1,809897975444897;False;True;5,0;1,0;0,0;1,0;0,0
256;BW 08;0,25;-5,09;6,78;45,0;1,2452277952666178;2,021003023564784;False;True;5,0;1,0;0,0;1,0;0,0
257;BW 05;0,13;-7,242;5,3;45,0;1,252054190090347;1,7627892542469201;False;True;5,0;1,0;0,0;1,0;0,0
258;BW 09;0,51;-18,27;4,52;45,01;1,25567357068387;2,1677973520616325;False;True;5,0;1,0;0,0;1,0;0,0
259;BW 09;0,13;-16,318;4,77;45,0;1,2545118471364773;1,8949775768612482;False;True;5,0;1,0;0,0;1,0;0,0
260;BW 09;0,26;-15,758;4,35;45,0;1,256464449196797;1,7749414842178761;False;True;5,0;1,0;0,0;1,0;0,0
261;BW 09;0,35;-16,053;4,33;45,0;1,2565575421914916;1,8859219014378943;False;True;5,0;1,0;0,0;1,0;0,0
262;BW 06;0,0;-11,769;7,16;45,0;1,2434835133329876;1,7587577721485619;False;True;5,0;1,0;0,0;1,0;0,0
263;BW 06;0,05;-20,205;4,96;45,0;1,2536299919371277;1,7836830884841628;False;True;5,0;1,0;0,0;1,0;0,0
264;BW 05;0,13;-6,485;5,22;45,0;1,252424707969925;1,8133334982760612;False;True;5,0;1,0;0,0;1,0;0,0
265;BW 06;0,18;-9,53;5,24;45,0;1,2523320636010107;2,0550606232277593;False;True;5,0;1,0;0,0;1,0;0,0
266;BW 06;0,0;-10,837;4,99;45,0;1,2534908344989342;1,9347710781062353;False;True;5,0;1,0;0,0;1,0;0,0
267;BW 07;0,2;-11,359;5,25;45,02;1,2522857451433107;2,145698608401666;False;True;5,0;1,0;0,0;1,0;0,0
268;BW 08;0,25;-12,215;3,93;45,0;1,2584215575826438;1,9373046265048761;False;True;5,0;1,0;0,0;1,0;0,0
269;BW 06;0,15;-8,759;4,9;45,0;1,2539083745123307;2,076078599858917;False;True;5,0;1,0;0,0;1,0;0,0
270;BW 09;0,0;-4,744;5,29;45,01;1,2521004961388724;2,155666005346781;False;True;5,0;1,0;0,0;1,0;0,0
271;BW 09;0,18;-5,972;5,13;45,01;1,2528417307714266;2,2467680380693795;False;True;5,0;1,0;0,0;1,0;0,0
272;BW 09;0,26;-14,893;4,99;45,01;1,2534908344989342;1,8541556165184756;False;True;5,0;1,0;0,0;1,0;0,0
273;BW 09;0,37;-16,211;4,91;45,01;1,2538619711427605;1,8543385927767195;False;True;5,0;1,0;0,0;1,0;0,0
274;BW 06;0,13;-10,756;5,0;45,0;1,2534444536956335;1,954900831610979;False;True;5,0;1,0;0,0;1,0;0,0
275;BW 09;0,0;-4,49;5,31;45,01;1,2520078865212518;2,07502919902184;False;True;5,0;1,0;0,0;1,0;0,0
276;BW 09;0,11;-6,492;5,26;45,01;1,252239429169048;1,903906278452722;False;True;5,0;1,0;0,0;1,0;0,0
277;BW 09;0,03;-4,485;5,21;45,01;1,2524710338827407;1,9140978477741823;False;True;5,0;1,0;0,0;1,0;0,0
278;BW 09;0,54;-6,413;5,0;45,01;1,2534444536956335;2,2269746586908576;False;True;5,0;1,0;0,0;1,0;0,0
279;BW 06;0,39;-10,458;5,0;45,0;1,2534444536956335;2,0455921073042718;False;True;5,0;1,0;0,0;1,0;0,0
280;BW 09;0,19;-8,724;5,17;45,01;1,2526563624083893;1,8235199883853053;False;True;5,0;1,0;0,0;1,0;0,0
281;BW 09;0,15;-6,208;5,05;45,01;1,2532125872140638;1,8036374773762414;False;True;5,0;1,0;0,0;1,0;0,0
282;BW 09;0,0;-4,753;4,96;45,01;1,2536299919371277;1,975151894592632;False;True;5,0;1,0;0,0;1,0;0,0
283;BW 09;0,21;-5,407;5,16;45,01;1,2527027007623956;1,863841754548208;False;True;5,0;1,0;0,0;1,0;0,0
284;BW 09;0,0;-8,407;4,99;45,01;1,2534908344989342;1,8340017511215356;False;True;5,0;1,0;0,0;1,0;0,0
285;BW 09;0,0;-5,663;5,0;45,01;1,2534444536956335;2,0153616820731743;False;True;5,0;1,0;0,0;1,0;0,0
286;BW 08;0,36;-22,26;3,83;45,0;1,2588882063130635;2,1292801921618807;False;True;5,0;1,0;0,0;1,0;0,0
287;BW 08;0,18;-3,818;4,2;45,0;1,257162896165473;1,855964414762787;False;True;5,0;1,0;0,0;1,0;0,0
288;BW 08;0,03;-5,475;4,29;45,0;1,256743758861521;1,805329922592531;False;True;5,0;1,0;0,0;1,0;0,0
289;BW 09;0,0;-4,922;4,84;45,01;1,2541868474954856;1,87465632725963;False;True;5,0;1,0;0,0;1,0;0,0
290;BW 09;0,0;-4,627;4,8;45,01;1,2543725464621125;1,9856210887927044;False;True;5,0;1,0;0,0;1,0;0,0
291;BW 06;0,07;-9,673;5,18;45,0;1,2526100265442197;2,0753618001957697;False;True;5,0;1,0;0,0;1,0;0,0
292;BW 06;0,24;-10,395;4,9;45,0;1,2539083745123307;2,025688342580788;False;True;5,0;1,0;0,0;1,0;0,0
293;BW 09;0,0;-6,326;5,11;45,01;1,2529344299079408;1,7632022592156749;False;True;5,0;1,0;0,0;1,0;0,0
294;BW 09;0,0;-4,469;4,98;45,01;1,2535372178064204;2,0758737399850173;False;True;5,0;1,0;0,0;1,0;0,0
295;BW 08;0,39;-5,479;4,19;45,0;1,2572094797983233;2,158593969740607;False;True;5,0;1,0;0,0;1,0;0,0
296;BW 08;0,35;-3,826;4,24;45,0;1,2569765872896574;2,158460671506616;False;True;5,0;1,0;0,0;1,0;0,0
297;BW 08;0,0;-5,504;4,37;45,0;1,2563713664206484;1,8959134010877172;False;True;5,0;1,0;0,0;1,0;0,0
298;BW 08;0,0;-3,934;4,8;45,0;1,2543725464621125;1,9553832041918002;False;True;5,0;1,0;0,0;1,0;0,0
299;BW 08;0,0;-5,667;4,65;45,0;1,2550692769935028;2,147287223636176;False;True;5,0;1,0;0,0;1,0;0,0
300;BW 09;0,0;-4,526;5,25;45,01;1,2522857451433107;1,9039297511169713;False;True;5,0;1,0;0,0;1,0;0,0
301;BW 08;0,0;-3,816;4,51;45,0;1,2557200725811344;2,0770779864331024;False;True;5,0;1,0;0,0;1,0;0,0
302;BW 06;0,4;-8,829;4,89;45,0;1,253954780393233;2,0660260349525545;False;True;5,0;1,0;0,0;1,0;0,0
303;BW 08;0,31;-16,983;4,34;45,0;1,2565109944164352;1,9060686525088957;False;True;5,0;1,0;0,0;1,0;0,0
304;BW 06;0,0;-10,829;5,08;45,0;1,2530734973244133;1,9446321476472608;False;True;5,0;1,0;0,0;1,0;0,0
305;BW 09;2,46;-17,554;6,77;29,84;1,245273743205894;2,1014668017131686;False;True;5,0;1,0;0,0;1,0;0,0
306;BW 09;0,0;-4,754;7,1;45,0;1,243758701764351;2,030258717615217;False;True;5,0;1,0;0,0;1,0;0,0
307;BW 09;0,0;-5,655;6,82;45,0;1,24504402708318;1,7896559245282384;False;True;5,0;1,0;0,0;1,0;0,0
308;BW 09;0,0;-4,89;6,81;45,0;1,245089965594664;1,8198410465632124;False;True;5,0;1,0;0,0;1,0;0,0
309;BW 09;0,0;-6,551;6,8;45,0;1,24513590646184;2,211988698103574;False;True;5,0;1,0;0,0;1,0;0,0
310;BW 07;0,0;-9,887;7,23;45,01;1,243162565993199;1,9294425000230209;False;True;5,0;1,0;0,0;1,0;0,0
311;BW 06;0,0;-11,369;4,97;45,0;1,2535836036188863;2,1363624325500328;False;True;5,0;1,0;0,0;1,0;0,0
312;BW 07;0,4;-9,975;7,55;45,01;1,2416968215914101;1,8784577587838747;False;True;5,0;1,0;0,0;1,0;0,0
313;BW 07;0,41;-9,199;7,68;45,01;1,2411020352153703;2,089073890921709;False;True;5,0;1,0;0,0;1,0;0,0
314;BW 07;0,36;-9,299;7,63;45,01;1,2413307534660527;2,2097331092220798;False;True;5,0;1,0;0,0;1,0;0,0
315;BW 06;0,23;-11,214;4,98;45,0;1,2535372178064204;1,9952572840632692;False;True;5,0;1,0;0,0;1,0;0,0
316;BW 06;0,15;-9,08;5,0;45,0;1,2534444536956335;1,793671897045125;False;True;5,0;1,0;0,0;1,0;0,0
317;BW 06;0,3;-9,53;5,2;45,0;1,2525173622821952;1,7730809203016034;False;True;5,0;1,0;0,0;1,0;0,0
318;BW 08;0,0;-4,211;4,77;45,0;1,2545118471364773;2,247765955532225;False;True;5,0;1,0;0,0;1,0;0,0
319;BW 07;0,24;-10,206;4,88;45,01;1,2540011887862612;2,035816621927012;False;True;5,0;1,0;0,0;1,0;0,0
320;BW 08;0,0;-4,199;4,64;45,0;1,255115745914917;2,066663443672977;False;True;5,0;1,0;0,0;1,0;0,0
321;BW 08;0,12;-17,004;4,5;45,0;1,255766577020504;1,794778862172232;False;True;5,0;1,0;0,0;1,0;0,0
322;BW 08;0,0;-18,6;4,58;45,0;1,2553946126405082;1,774437573823352;False;True;5,0;1,0;0,0;1,0;0,0
323;BW 08;0,35;-16,965;4,5;45,0;1,255766577020504;2,0468545450615903;False;True;5,0;1,0;0,0;1,0;0,0
324;BW 08;0,36;-17,023;4,44;45,0;1,2560456570848573;1,9159170993104764;False;True;5,0;1,0;0,0;1,0;0,0
325;BW 08;0,41;-18,712;4,5;45,0;1,255766577020504;2,2485150913730774;False;True;5,0;1,0;0,0;1,0;0,0
326;BW 09;0,0;-6,231;5,21;45,01;1,2524710338827407;1,783133258189633;False;True;5,0;1,0;0,0;1,0;0,0
327;BW 08;0,5;-18,529;4,32;45,0;1,2566040925227475;2,0977358260003665;False;True;5,0;1,0;0,0;1,0;0,0
328;BW 09;0,0;-4,688;5,22;45,01;1,252424707969925;1,974518698122822;False;True;5,0;1,0;0,0;1,0;0,0
329;BW 08;0,31;-4,2;4,6;45,0;1,255301646927281;1,814720903125447;False;True;5,0;1,0;0,0;1,0;0,0
330;BW 08;0,37;-6,2;4,67;45,0;1,254976346743173;1,9556968992851949;False;True;5,0;1,0;0,0;1,0;0,0
331;BW 08;0,42;-4,232;4,68;45,0;1,2549298854126814;2,1472077260744;False;True;5,0;1,0;0,0;1,0;0,0
332;BW 09;0,0;-4,699;5,2;45,01;1,2525173622821952;1,8133782139448216;False;True;5,0;1,0;0,0;1,0;0,0
333;BW 09;0,0;-7,909;5,23;45,01;1,2523783845429486;2,1256036157691844;False;True;5,0;1,0;0,0;1,0;0,0
334;BW 06;0,0;-9,083;5,0;45,0;1,2534444536956335;1,7835950886347594;False;True;5,0;1,0;0,0;1,0;0,0
335;BW 08;0,56;-6,235;4,56;45,0;1,255487588500156;2,248348564575512;False;True;5,0;1,0;0,0;1,0;0,0
336;BW 08;0,0;-3,83;4,57;45,0;1,2554410993016363;1,7744594757441288;False;True;5,0;1,0;0,0;1,0;0,0
337;BW 08;0,32;-3,801;4,2;45,0;1,257162896165473;1,997179098494738;False;True;5,0;1,0;0,0;1,0;0,0
338;BW 08;0,36;-3,835;4,43;45,0;1,2560921793409232;1,9764441455677917;False;True;5,0;1,0;0,0;1,0;0,0
339;BW 06;0,24;-9,955;4,99;45,0;1,2534908344989342;1,9045402800108253;False;True;5,0;1,0;0,0;1,0;0,0
340;BW 07;0,55;-17,767;5,01;45,02;1,2533980753957226;2,1967171394471583;False;True;5,0;1,0;0,0;1,0;0,0
341;BW 06;0,18;-9,573;4,9;45,0;1,2539083745123307;1,8946736736576524;False;True;5,0;1,0;0,0;1,0;0,0
342;BW 08;0,08;-3,848;4,52;45,0;1,25567357068387;1,8350656654661262;False;True;5,0;1,0;0,0;1,0;0,0
343;BW 07;0,29;-17,667;5,24;45,02;1,2523320636010107;1,9341747042143618;False;True;5,0;1,0;0,0;1,0;0,0
344;BW 07;0,07;-17,637;5,29;45,02;1,2521004961388724;1,7930306025781635;False;True;5,0;1,0;0,0;1,0;0,0
345;BW 05;0,7;-9,241;5,61;38,25;1,250619928397074;1,8930159271003002;False;True;5,0;1,0;0,0;1,0;0,0
346;BW 07;0,11;-9,869;5,35;45,02;1,2518226970231277;2,074926885352164;False;True;5,0;1,0;0,0;1,0;0,0
347;BW 07;0,01;-9,821;5,37;45,02;1,2517301171297825;2,01444245916664;False;True;5,0;1,0;0,0;1,0;0,0
348;BW 07;0,0;-9,346;5,34;45,02;1,2518689906825253;1,9440088606502235;False;True;5,0;1,0;0,0;1,0;0,0
349;BW 07;0,0;-9,84;5,32;45,02;1,2519615854307846;1,9339839560364018;False;True;5,0;1,0;0,0;1,0;0,0
350;BW 07;0,0;-9,922;5,33;45,02;1,2519152868181433;1,7929421905174572;False;True;5,0;1,0;0,0;1,0;0,0
351;BW 07;0,0;-9,862;5,26;45,02;1,252239429169048;2,0247892167671804;False;True;5,0;1,0;0,0;1,0;0,0
352;BW 07;0,0;-9,923;5,24;45,02;1,2523320636010107;2,085282102981109;False;True;5,0;1,0;0,0;1,0;0,0
353;BW 07;0,0;-9,469;5,3;45,02;1,252054190090347;1,873593150228155;False;True;5,0;1,0;0,0;1,0;0,0
354;BW 07;0,13;-10,053;5,33;45,02;1,2519152868181433;1,9238874066788445;False;True;5,0;1,0;0,0;1,0;0,0
355;BW 07;0,21;-9,958;5,28;45,02;1,2521468046676303;1,944152654424898;False;True;5,0;1,0;0,0;1,0;0,0
356;BW 07;0,0;-9,468;5,33;45,02;1,2519152868181433;2,2462140926145673;False;True;5,0;1,0;0,0;1,0;0,0
357;BW 07;0,0;-9,978;5,31;45,02;1,2520078865212518;2,0045184980842046;False;True;5,0;1,0;0,0;1,0;0,0
358;BW 07;0,12;-9,45;5,15;45,02;1,2527490416070386;2,025063849504216;False;True;5,0;1,0;0,0;1,0;0,0
359;BW 07;0,41;-9,461;5,0;45,02;1,2534444536956335;2,116129766176833;False;True;5,0;1,0;0,0;1,0;0,0
360;BW 07;0,0;-9,89;5,62;45,02;1,250573701291372;2,1245821232891284;False;True;5,0;1,0;0,0;1,0;0,0
361;BW 06;0,0;-9,435;5,0;45,0;1,2534444536956335;2,0153616820731743;False;True;5,0;1,0;0,0;1,0;0,0
362;BW 06;0,0;-9,49;7,18;45,0;1,2433918024746518;2,090357845050142;False;True;5,0;1,0;0,0;1,0;0,0
363;BW 06;0,0;-9,923;7,0;45,0;1,2442175357435221;2,2214967561689676;False;True;5,0;1,0;0,0;1,0;0,0
364;BW 06;0,3;-9,487;5,15;45,0;1,2527490416070386;2,035138794029113;False;True;5,0;1,0;0,0;1,0;0,0
365;BW 08;0,05;-5,288;4,4;45,0;1,2562317614025187;1,805084725463526;False;True;5,0;1,0;0,0;1,0;0,0
366;BW 07;0,28;-17,702;5,2;45,02;1,2525173622821952;1,8335268607664308;False;True;5,0;1,0;0,0;1,0;0,0
367;BW 08;0,25;-3,824;4,3;45,0;1,2566972008569812;2,027189013094227;False;True;5,0;1,0;0,0;1,0;0,0
368;BW 08;0,0;-3,723;4,48;45,0;1,2558595935286965;1,8654061089136547;False;True;5,0;1,0;0,0;1,0;0,0
369;BW 08;0,0;-5,391;4,37;45,0;1,2563713664206484;1,8454901723353845;False;True;5,0;1,0;0,0;1,0;0,0
370;BW 08;0,0;-3,75;4,35;45,0;1,256464449196797;1,895960221778186;False;True;5,0;1,0;0,0;1,0;0,0
371;BW 08;0,0;-5,193;4,42;45,0;1,2561387041453669;1,7848721065063915;False;True;5,0;1,0;0,0;1,0;0,0
372;BW 09;0,15;-7,872;4,99;45,01;1,2534908344989342;1,7836170876291857;False;True;5,0;1,0;0,0;1,0;0,0
373;BW 09;0,36;-4,492;4,96;45,01;1,2536299919371277;2,0255384225159134;False;True;5,0;1,0;0,0;1,0;0,0
374;BW 09;0,34;-5,721;4,87;45,01;1,254047599692208;2,1265475569470245;False;True;5,0;1,0;0,0;1,0;0,0
375;BW 06;0,08;-11,141;5,06;45,0;1,2531662214191657;2,0555168026672015;False;True;5,0;1,0;0,0;1,0;0,0
376;BW 08;0,0;-5,124;4,46;45,0;1,2559526202147235;1,8856192176673563;False;True;5,0;1,0;0,0;1,0;0,0
377;BW 09;0,0;-5,703;4,97;45,01;1,2535836036188863;1,9448959881233787;False;True;5,0;1,0;0,0;1,0;0,0
378;BW 06;0,22;-11,762;4,98;45,0;1,2535372178064204;2,0557196260045805;False;True;5,0;1,0;0,0;1,0;0,0
379;BW 09;0,36;-22,885;7,24;45,0;1,2431167256611653;2,0098112336808223;False;True;5,0;1,0;0,0;1,0;0,0
380;BW 08;0,0;-5,041;4,5;45,0;1,255766577020504;1,7846958348566577;False;True;5,0;1,0;0,0;1,0;0,0
381;BW 09;0,36;-4,394;4,93;45,01;1,2537691719344453;1,9853026652272951;False;True;5,0;1,0;0,0;1,0;0,0
382;BW 05;3,5;-17,16;5,54;5,74;1,2509435869071859;2,155001873778139;False;True;5,0;1,0;0,0;1,0;0,0
383;BW 08;0,46;-3,873;4,5;45,0;1,255766577020504;2,036771517746016;False;True;5,0;1,0;0,0;1,0;0,0
384;BW 08;0,0;-4,879;4,48;45,0;1,2558595935286965;1,7746566225340714;False;True;5,0;1,0;0,0;1,0;0,0
385;BW 08;0,0;-3,839;4,5;45,0;1,255766577020504;1,8552770260656781;False;True;5,0;1,0;0,0;1,0;0,0
386;BW 08;0,16;-4,911;4,53;45,0;1,255627071327925;1,845125667420515;False;True;5,0;1,0;0,0;1,0;0,0
387;BW 06;2,91;-16,298;6,72;24,21;1,2455035183046073;2,554092802802218;False;True;6,0;1,0;0,0;1,0;0,0
388;BW 06;0,0;-12,25;7,09;45,0;1,2438045746575113;2,281556410006792;False;True;6,0;1,0;0,0;1,0;0,0
389;BW 06;0,0;-10,245;7,12;45,0;1,2436669629710688;2,351826035128382;False;True;6,0;1,0;0,0;1,0;0,0
390;BW 05;0,61;-8,075;5,67;45,01;1,2503426025514541;2,617807221438944;False;True;6,0;1,0;0,0;1,0;0,0
391;BW 05;3,5;4,731;3,61;23,11;1,2599157480446435;2,7456006938031297;False;False;6,0;1,0;0,0;0,0;1,0
392;BW 06;0,62;-20,766;7,82;45,0;1,240461927255891;2,5807676539925324;False;True;6,0;1,0;0,0;1,0;0,0
393;BW 06;0,55;-13,32;7,49;45,0;1,24197146896778;2,461262460652344;False;True;6,0;1,0;0,0;1,0;0,0
394;BW 06;0,0;-9,19;4,99;45,0;1,2534908344989342;2,5091562419190243;False;True;6,0;1,0;0,0;1,0;0,0
395;BW 06;1,87;-32,018;5,58;36,35;1,2507586244441842;2,587888709411936;False;True;6,0;1,0;0,0;1,0;0,0
396;BW 05;0,0;-7,244;5,71;45,01;1,250157767657237;2,3458424053285585;False;True;6,0;1,0;0,0;1,0;0,0
397;BW 05;0,25;-10,328;5,73;45,01;1,2500653648915336;2,718291176550664;False;True;6,0;1,0;0,0;1,0;0,0
398;BW 06;0,61;-9,368;4,93;45,0;1,2537691719344453;2,731050874500492;False;True;6,0;1,0;0,0;1,0;0,0
399;BW 06;0,52;-10,751;4,89;45,0;1,253954780393233;2,2978240778984507;False;True;6,0;1,0;0,0;1,0;0,0
400;BW 06;3,68;-38,914;4,51;22,35;1,2557200725811344;2,550974420230946;False;True;6,0;1,0;0,0;1,0;0,0
401;BW 05;1,32;-15,852;3,51;38,19;1,260383229883419;2,443079174924638;False;True;6,0;1,0;0,0;1,0;0,0
402;BW 06;0,47;-10,502;5,01;45,0;1,2533980753957226;2,509094347350195;False;True;6,0;1,0;0,0;1,0;0,0
403;BW 06;0,47;-11,445;6,97;45,0;1,244355231523675;2,7040935345489596;False;True;6,0;1,0;0,0;1,0;0,0
404;BW 06;2,94;-25,01;4,85;27,66;1,2541404290460278;2,277780124085639;False;True;6,0;1,0;0,0;1,0;0,0
405;BW 06;0,0;-12,245;5,01;45,0;1,2533980753957226;2,267253928328489;False;True;6,0;1,0;0,0;1,0;0,0
406;BW 06;0,24;-13,69;7,1;45,0;1,243758701764351;2,3920870039228794;False;True;6,0;1,0;0,0;1,0;0,0
407;BW 06;0,12;-20,22;7,1;45,0;1,243758701764351;2,5126964326921004;False;True;6,0;1,0;0,0;1,0;0,0
408;BW 06;0,51;-10,218;4,8;45,0;1,2543725464621125;2,590378780810787;False;True;6,0;1,0;0,0;1,0;0,0
409;BW 06;0,58;-10,709;4,81;45,0;1,2543261179435532;2,7213760375132687;False;True;6,0;1,0;0,0;1,0;0,0
410;BW 05;0,23;-10,171;3,91;45,0;1,258514866605745;2,4620521449832964;False;True;6,0;1,0;0,0;1,0;0,0
411;BW 06;0,48;-9,896;4,9;45,0;1,2539083745123307;2,6001372755514596;False;True;6,0;1,0;0,0;1,0;0,0
412;BW 05;0,59;-7,403;5,66;45,01;1,2503888173969906;2,4768788868911567;False;True;6,0;1,0;0,0;1,0;0,0
413;BW 06;0,64;-21,812;6,0;45,0;1,248818882015888;2,687194182688339;False;True;6,0;1,0;0,0;1,0;0,0
414;BW 09;0,42;-4,993;6,98;45,0;1,2443093305891555;2,372335417512402;False;True;6,0;1,0;0,0;1,0;0,0
415;BW 05;0,6;-8,86;5,6;45,0;1,2506661579572378;2,6079636505314263;False;True;6,0;1,0;0,0;1,0;0,0
416;BW 09;0,68;-4,719;5,24;45,01;1,2523320636010107;2,669564044879197;False;True;6,0;1,0;0,0;1,0;0,0
417;BW 09;0,64;-6,685;5,21;45,01;1,2524710338827407;2,5588465964981175;False;True;6,0;1,0;0,0;1,0;0,0
418;BW 09;0,62;-4,483;4,92;45,01;1,25381557028373;2,43882828179758;False;True;6,0;1,0;0,0;1,0;0,0
419;BW 09;0,57;-5,418;5,05;45,01;1,2532125872140638;2,478742008014276;False;True;6,0;1,0;0,0;1,0;0,0
420;BW 09;0,49;-7,07;4,95;45,01;1,2536763827619382;2,3278863039776496;False;True;6,0;1,0;0,0;1,0;0,0
421;BW 09;0,5;-12,979;5,05;45,01;1,2532125872140638;2,4283610728920344;False;True;6,0;1,0;0,0;1,0;0,0
422;BW 09;0,0;-4,761;5,19;45,01;1,2525636931690882;2,2768251635672208;False;True;6,0;1,0;0,0;1,0;0,0
423;BW 09;0,51;-10,194;5,14;45,01;1,252795384943116;2,6094428084652783;False;True;6,0;1,0;0,0;1,0;0,0
